rank,title,year,venue,doi,url,cited_by_count,relevance_score,source_queries,concepts,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_excerpt,serious_skim_rank,deep_read_rank,hostile_prior_rank
793,Multi-Object Grasping-Experience Forest for Robotic Finger Movement Strategies,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3389815,https://doi.org/10.1109/lra.2024.3389815,4,35.898,robot grasping object recognition,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; available contact observables; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
794,Robotic Grasping of Pillow Spring Based on M-G-YOLOv5s Object Detection Algorithm and Image-Based Visual Serving,2023,Journal of Intelligent &amp; Robotic Systems,10.1007/s10846-023-01989-x,https://doi.org/10.1007/s10846-023-01989-x,4,35.898,robot grasping object recognition,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; available contact observables; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
795,A Bayesian Treatment of Real-to-Sim for Deformable Object Manipulation,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3157377,https://doi.org/10.1109/lra.2022.3157377,14,35.852,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,deformable/contact dynamics model,Object identity is independent of the robot hand or end-effector. | The sensor stream is a sufficient statistic for object identity regardless of action. | Multi-modal fusion improves identity without modeling which modality is action-gated.,end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Contributes background pressure but does not directly close gripper-dependent identity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
796,DiffSRL: Learning Dynamical State Representation for Deformable Object Manipulation With Differentiable Simulation,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3192209,https://doi.org/10.1109/lra.2022.3192209,14,35.852,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,object-centric latent world model; deformable/contact dynamics model,Object identity is independent of the robot hand or end-effector. | The sensor stream is a sufficient statistic for object identity regardless of action. | Multi-modal fusion improves identity without modeling which modality is action-gated.,end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes object latent representations less novel; tests whether invariant object IDs are the wrong abstraction.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
797,"APEX: Unsupervised, Object-Centric Scene Segmentation and Tracking for Robot Manipulation",2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636711,https://doi.org/10.1109/iros51168.2021.9636711,7,35.806,robot manipulation object identity,,"Learn object-structured state for prediction, planning, or policy learning.",object-centric latent world model; pose/category-level perception,A single latent object embedding can serve all manipulation actions. | The object model need not represent unobservable equivalence classes. | A learned representation that is invariant across embodiments is always beneficial.,end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes object latent representations less novel; tests whether invariant object IDs are the wrong abstraction.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
798,Communicating Robot Goals via Haptic Feedback in Manipulation Tasks,2020,Companion of the 2020 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3371382.3377444,https://doi.org/10.1145/3371382.3377444,7,35.806,robot manipulation object identity,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe.",end-effector morphology; probing action family; contact sensor layout/calibration; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
799,CAMS: CAnonicalized Manipulation Spaces for Category-Level Functional Hand-Object Manipulation Synthesis,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52729.2023.00064,https://doi.org/10.1109/cvpr52729.2023.00064,41,35.746,robot manipulation object identity,,Estimate object pose/category state for downstream manipulation.,affordance learning model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",probing action family; available contact observables; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes object-action affordance framing less novel; often lacks observation-channel equivalence claims.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
800,Adaptive Contact-Rich Manipulation Through Few-Shot Imitation Learning With Force-Torque Feedback and Pre-Trained Object Representations,2025,IEEE Robotics and Automation Letters,10.1109/lra.2024.3497713,https://doi.org/10.1109/lra.2024.3497713,3,35.704,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,object-centric latent world model; robot learning control policy,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe.",end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes object latent representations less novel; tests whether invariant object IDs are the wrong abstraction.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
801,Impact of a Robot Manipulation on the Dimensional Measurements in an SPC-Based Robot Cell,2021,Applied Sciences,10.3390/app11146397,https://doi.org/10.3390/app11146397,3,35.704,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,tactile/visuotactile representation,Object identity is independent of the robot hand or end-effector. | The sensor stream is a sufficient statistic for object identity regardless of action. | Multi-modal fusion improves identity without modeling which modality is action-gated.,end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,"In our study a robot was used to deliver objects for measurement into the Equator gauging system. To investigate the robot's manipulation influence on dimensional measurements, the robot's tasks were divided into basic functions. Based on these basic functions, nine different robot-manipulation scenarios were defined, i.e., from zero to full robot manipulation, for two measuring objects (named Magnet and PKR) and six measurement characteristics (rectangular and spherical). The robot's manipulation influence was det",,,
802,Human-Robot Collaborative Cable-Suspended Manipulation with Contact Distinction,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3511396,https://doi.org/10.1109/lra.2024.3511396,3,35.704,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,robotics perception/manipulation method,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe.",end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Contributes background pressure but does not directly close gripper-dependent identity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
803,Development of an Efficient 3D Object Recognition Algorithm for Robotic Grasping in Cluttered Environments,2022,Journal of Korea Robotics Society,10.7746/jkros.2022.17.3.255,https://doi.org/10.7746/jkros.2022.17.3.255,3,35.704,robot grasping object recognition,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; available contact observables; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
804,Grasping Under Uncertainties: Sequential Neural Ratio Estimation for 6-DoF Robotic Grasping,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3416773,https://doi.org/10.1109/lra.2024.3416773,3,35.704,robot grasping object recognition,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; available contact observables; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
805,Object recognition and robot grasping technology based on RGB-D data,2020,2020 39th Chinese Control Conference (CCC),10.23919/ccc50068.2020.9189078,https://doi.org/10.23919/ccc50068.2020.9189078,6,35.69,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
806,Nonlinear Disturbance Observer for Object Grasping/Manipulation by Multi-Fingered Robot Hand,2017,IFAC-PapersOnLine,10.1016/j.ifacol.2017.08.2265,https://doi.org/10.1016/j.ifacol.2017.08.2265,6,35.69,robot manipulation object identity,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands.",probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
807,GOAL: Generating 4D Whole-Body Motion for Hand-Object Grasping,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),10.1109/cvpr52688.2022.01291,https://doi.org/10.1109/cvpr52688.2022.01291,119,35.658,robot grasping object recognition,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",probing action family; available contact observables; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
808,Simplified grasping and manipulation with dextrous robot hands,1986,IEEE Journal on Robotics and Automation,10.1109/jra.1986.1087063,https://doi.org/10.1109/jra.1986.1087063,64,35.626,robot manipulation object identity,,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands.",probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes grasp-conditioned measurements and success prediction less novel; usually treats object labels as fixed.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
809,Trustworthy Power Assistance in Object Manipulation with a Power Assist Robotic System,2019,2019 SoutheastCon,10.1109/southeastcon42311.2019.9020523,https://doi.org/10.1109/southeastcon42311.2019.9020523,5,35.556,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,robotics perception/manipulation method,Object identity is independent of the robot hand or end-effector. | The sensor stream is a sufficient statistic for object identity regardless of action. | Multi-modal fusion improves identity without modeling which modality is action-gated.,end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Contributes background pressure but does not directly close gripper-dependent identity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
810,Identity Manipulation: Responding to Advances in Artificial Intelligence and Robotics,2020,SSRN Electronic Journal,10.2139/ssrn.3772057,https://doi.org/10.2139/ssrn.3772057,5,35.556,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,robotics perception/manipulation method,Object identity is independent of the robot hand or end-effector. | The sensor stream is a sufficient statistic for object identity regardless of action. | Multi-modal fusion improves identity without modeling which modality is action-gated.,end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Contributes background pressure but does not directly close gripper-dependent identity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
811,Vision- and Tactile-Based Continuous Multimodal Intention and Attention Recognition for Safer Physical Human-Robot Interaction,2024,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2023.3276856,https://doi.org/10.1109/tase.2023.3276856,32,35.537,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
812,A Tactile-Based Framework for Active Object Learning and Discrimination using Multimodal Robotic Skin,2017,IEEE Robotics and Automation Letters,10.1109/lra.2017.2720853,https://doi.org/10.1109/lra.2017.2720853,57,35.527,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
813,Human-Robot Cooperative Object Manipulation with Contact Changes,2018,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros.2018.8594140,https://doi.org/10.1109/iros.2018.8594140,17,35.511,robot manipulation object identity,,Improve robot perception or manipulation under incomplete observations.,robotics perception/manipulation method,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe.",end-effector morphology; probing action family; available contact observables; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Contributes background pressure but does not directly close gripper-dependent identity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
814,End-to-End Diffusion-Based 3D Object Reconstruction From Robotic Tactile Sensing,2026,IEEE Robotics and Automation Letters,10.1109/lra.2025.3641115,https://doi.org/10.1109/lra.2025.3641115,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
815,Tracing Energy Flow: Learning Tactile-Based Grasping Force Control to Reduce Slippage in Dynamic Object Interaction,2026,IEEE Robotics and Automation Letters,10.1109/lra.2025.3640979,https://doi.org/10.1109/lra.2025.3640979,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model; robot learning control policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",end-effector morphology; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
816,Object Recognition and Grasping for Baxter Dual-Arm Robot Based on YOLOv8_OBB,2025,2025 44th Chinese Control Conference (CCC),10.23919/ccc64809.2025.11179705,https://doi.org/10.23919/ccc64809.2025.11179705,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
817,"""TACTILE OBJECT RECOGNITION ROBOTIC SYSTEM USING SUPERVISED MACHINE LEARNING""",2023,Journal of Advanced Engineering Trends,10.21608/jaet.2022.100646.1125,https://doi.org/10.21608/jaet.2022.100646.1125,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
818,Robotic Motion Optimization for Tactile Object Recognition Learned From Human Behaviors,2025,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2025.3580573,https://doi.org/10.1109/tase.2025.3580573,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
819,Object Recognition and Grasp Detection in Complex Scenarios for Home Service Robot,2024,2024 China Automation Congress (CAC),10.1109/cac63892.2024.10865202,https://doi.org/10.1109/cac63892.2024.10865202,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
820,Multimodal Haptic Object Recognition: Can Kinesthetic Inference Compensate for the Lack of Tactile Sensing Resolution?,2026,IEEE Sensors Journal,10.1109/jsen.2026.3684076,https://doi.org/10.1109/jsen.2026.3684076,0,35.5,robot tactile object recognition,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",end-effector morphology; probing action family; contact sensor layout/calibration; label ontology; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps; non-identifiability is mistaken for estimator uncertainty",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic,,,,
821,Haptic Augmentation System for Soft Object Manipulation in Construction Robot Teleoperation,2025,Computing in Civil Engineering 2024,10.1061/9780784486115.103,https://doi.org/10.1061/9780784486115.103,0,35.5,robot manipulation object identity,,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe.",end-effector morphology; probing action family; contact sensor layout/calibration; deployment embodiment/domain,"same object labels collapse or split when the gripper changes; visually identical objects differ only through contact; unmodeled probing choices hide discriminative variables; success/failure semantics differ across suction, pinch, and enveloping grasps",Makes tactile object recognition less novel; leaves morphology-conditioned identity partitions mostly open.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels,,,,
