rank,title,year,venue,relevance_score,problem,mechanism,assumptions,leaves_open
229,A Practical Solution to Deformable Linear Object Manipulation: A Case Study on Cable Harness Connection,2020,2020 5th International Conference on Advanced Robotics and Mechatronics (ICARM),53.983,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
230,A Neuro-Cognitive Visual System for Object Recognition Based on Testing of Interactive Attentional Top - down Hypotheses,2000,Perception,53.961,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; affordance learning model; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
231,Grasp planning for object manipulation without simulation of the object manipulation action.,2019,Journal of Experimental Psychology: Human Perception and Performance,53.954,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
232,Object Detection for Soft Robotic Manipulation Based on RGB-D Sensors,2018,2018 WRC Symposium on Advanced Robotics and Automation (WRC SARA),53.954,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
233,Manipulating articulated objects with interactive perception,2008,2008 IEEE International Conference on Robotics and Automation,53.937,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
234,Interactive Perception for Deformable Object Manipulation,2024,IEEE Robotics and Automation Letters,53.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
235,Point'n Move: Interactive scene object manipulation on Gaussian splatting radiance fields,2024,IET Image Processing,53.863,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
236,Situation assessment for human-robot interactive object manipulation,2011,2011 RO-MAN,53.83,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
237,Neural Descriptor Fields: SE(3)-Equivariant Object Representations for Manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),53.761,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
238,A Dataset and Benchmarks for Deep Learning-Based Optical Microrobot Pose and Depth Perception,2025,"2025 International Conference on Manipulation, Automation and Robotics at Small Scales (MARSS)",53.704,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; mechanistic demonstration beyond benchmark score changes
239,Deformpam: Data-Efficient Learning for Long-Horizon Deformable Object Manipulation Via Preference-Based Action Alignment,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),53.704,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
240,Figure-ground organization and object recognition processes: An interactive account.,1998,Journal of Experimental Psychology: Human Perception and Performance,53.665,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
241,Estimating unknown object dynamics in human-robot manipulation tasks,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),53.602,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
242,Development of an intelligent object for grasp and manipulation research,2011,2011 15th International Conference on Advanced Robotics (ICAR),53.602,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
243,Object-Centric Approach to Prediction and Labeling of Manipulation Tasks,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),53.602,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; object-centric latent world model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A single latent object embedding can serve all manipulation actions. | A learned representation that is invariant across embodiments is always beneficial.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
244,Online construction of the manipulation model of an unknown object by a robot hand using the regrasping primitives,2000,Advanced Robotics,53.602,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
245,Interactive non-prehensile manipulation for grasping via POMDPs,2013,2013 IEEE International Conference on Robotics and Automation,53.558,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
246,"Perceiving, Learning, and Exploiting Object Affordances for Autonomous Pile Manipulation",2013,Robotics: Science and Systems IX,53.511,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; affordance learning model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | Affordances are properties of objects alone rather than object-gripper-action triples. | Planning can consume object labels without knowing their gripper-conditioned validity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; distinguishing affordance from identity when observables change
247,Interactive control of bigobject manipulation animation,2016,Computer Animation and Virtual Worlds,53.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
248,Unsupervised learning of object affordances for planning in a mobile manipulation platform,2011,2011 IEEE International Conference on Robotics and Automation,53.461,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; affordance learning model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | Affordances are properties of objects alone rather than object-gripper-action triples. | Planning can consume object labels without knowing their gripper-conditioned validity.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; distinguishing affordance from identity when observables change
249,Routing Manipulation of Deformable Linear Object Using Reinforcement Learning and Diffusion Policy,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),53.454,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model; robot learning control policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
250,Goal-Conditioned Model Simplification for 1-D and 2-D Deformable Object Manipulation,2025,IEEE Transactions on Robotics,53.454,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
251,EMG-driven shared human-robot compliant control for in-hand object manipulation in hand prostheses,2022,Journal of Neural Engineering,53.352,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model; affordance learning model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
252,An Attentional Approach to Human-Robot Interactive Manipulation,2014,International Journal of Social Robotics,53.292,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
253,The perceptual root of object-based storage: An interactive model of perception and visual working memory.,2011,Journal of Experimental Psychology: Human Perception and Performance,53.267,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
254,Embodied Reasoning for Discovering Object Properties via Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),53.204,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
255,Software architecture for deformable linear object manipulation,2022,Proceedings of the 4th International Workshop on Robotics Software Engineering,53.102,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
256,DefGoalNet: Contextual Goal Learning from Demonstrations for Deformable Object Manipulation,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),53.102,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
257,Planar Robot Grasping Planning Based on Symmetry,2014,Applied Mechanics and Materials,53.102,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model; pose/category-level perception,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
258,Language-Grounded Dynamic Scene Graphs for Interactive Object Search With Mobile Manipulation,2024,IEEE Robotics and Automation Letters,53.042,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
259,3D object perception and perceptual learning in the RACE project,2016,Robotics and Autonomous Systems,53.01,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
260,Contextual effects on robotic experiments of sensory feedback for object manipulation,2010,2010 3rd IEEE RAS &amp; EMBS International Conference on Biomedical Robotics and Biomechatronics,53.0,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
261,Supplemental Material for Grasp Planning for Object Manipulation Without Simulation of the Object Manipulation Action,2019,Journal of Experimental Psychology: Human Perception and Performance,53.0,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
262,"Categorization, object individuation, and object manipulation: Commentary on ""Object manipulation facilitates kind-based object individuation of shape-similar objects"" by O.S. Kingo and P. Krjgaard (2011)",2011,Cognitive Development,53.0,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
263,Stable Grasp and Manipulation of an Object by a Three-Fingered Hand Using -Position and Stiffness Co,1995,Proceedings of 1995 IEEE International Conference on Robotics and Automation,53.0,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
264,Learning an Image-Based Visual Servoing Controller for Object Grasping,2024,International Journal of Humanoid Robotics,53.0,Predict or execute stable grasps and manipulation actions from object observations.,grasp synthesis or grasp quality model; pose/category-level perception; robot learning control policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
265,Planning collision-free reaching motions for interactive object manipulation and grasping,2008,ACM SIGGRAPH 2008 classes,52.908,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; grasp synthesis or grasp quality model,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
266,DYNAMIC OBJECT MANIPULATION BY A FLEXIBLE ROBOTIC ARM: THEORY AND EXPERIMENT,2012,International Journal of Robotics and Automation,52.908,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
267,Development of an interactive service robot arm for object manipulation,2017,2017 IEEE International Conference on Industrial and Information Systems (ICIIS),52.908,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
268,GeometricallyAware Interactive Object Manipulation,2000,Computer Graphics Forum,52.898,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
269,Tactile-Based Blind Grasping: A Discrete-Time Object Manipulation Controller for Robotic Hands,2018,IEEE Robotics and Automation Letters,52.863,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation; grasp synthesis or grasp quality model; robot learning control policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic
270,Object manipulation in visuo-haptic augmented reality with physics-based animation,2010,19th International Symposium in Robot and Human Interactive Communication,52.806,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
271,Needle in a haystack: Interactive surgical instrument recognition through perception and manipulation,2017,Robotics and Autonomous Systems,52.685,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
272,Clearing a pile of unknown objects using interactive perception,2013,2013 IEEE International Conference on Robotics and Automation,52.644,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
273,Improving object learning through manipulation and robot self-identification,2013,2013 IEEE International Conference on Robotics and Biomimetics (ROBIO),52.556,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
274,PERCH: Perception via search for multi-object recognition and localization,2016,2016 IEEE International Conference on Robotics and Automation (ICRA),52.511,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
275,Nonparametric Object Recognition With a New Tactile Sensor,1992,4th Conference on Flexible Assembly Systems,52.5,"Use contact/touch signals to recognize, localize, or manipulate objects when vision is incomplete.",tactile/visuotactile representation,"Tactile readings are sensor features rather than gripper-object relational events. | Object mass, friction, compliance, and geometry are separable from the grasp family. | Contact observables reveal intrinsic object state rather than a quotient of state by probe. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels; when tactile signatures are gripper-specific rather than object-intrinsic
276,Multi-modal vision-based deformable perception for in-finger manipulation with soft active surfaces,2026,Biomimetic Intelligence and Robotics,52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
277,Mass spring model for non-uniformed deformable linear object toward dexterous manipulation,2023,Artificial Life and Robotics,52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
278,Efficient Dynamic Modeling for 3D Deformable Object Manipulation via Physics-Informed Learning,2025,2025 IEEE International Conference on Advanced Robotics (ICAR),52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
279,Interactive multi-object tracking for virtual object manipulation,2013,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,"Object identity is independent of the robot hand or end-effector. | The gripper can be treated as an interchangeable actuator, not part of perception. | The same failure mode has the same semantic meaning for suction, pinch, and enveloping hands. | The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
280,Preference Aligned Visuomotor Diffusion Policies for Deformable Object Manipulation,2026,IEEE Robotics and Automation Letters,52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
281,Design and Validation of Sensorized Tools for Deformable Object Manipulation in Meat Cutting and Doll Demoulding,2025,"Proceedings of the 22nd International Conference on Informatics in Control, Automation and Robotics",52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; deformable/contact dynamics model,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
282,A new method to estimate the pose of an arbitrary 3D object without prerequisite knowledge: projection-based 3D perception,2022,Artificial Life and Robotics,52.5,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
283,The jacobs robotics approach to object recognition and localization in the context of the ICRA'11 Solutions in Perception Challenge,2012,2012 IEEE International Conference on Robotics and Automation,52.461,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | A category label is stable across changes in contact geometry. | Benchmark labels correspond to the distinctions a deployed gripper can observe.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
284,HEAVY OBJECT MANIPULATION BY A HYBRID SERIAL-PARALLEL MOBILE ROBOT,2010,International Journal of Robotics and Automation,52.398,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
285,Object tracking in robotic micromanipulation by supervised ensemble learning classifier,2016,"2016 International Conference on Manipulation, Automation and Robotics at Small Scales (MARSS)",52.398,Choose robot interactions that reveal object state or category under partial observability.,active perception policy,The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes.,formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
286,Object Detection and Multiple Objective Optimization Manipulation Planning for Underwater Autonomous Capture in Oceanic Natural Aquatic Farm,2025,Journal of Field Robotics,52.398,Choose robot interactions that reveal object state or category under partial observability.,active perception policy; pose/category-level perception,"The sensor stream is a sufficient statistic for object identity regardless of action. | Active perception chooses actions but assumes the object identity target is fixed. | The object model need not represent unobservable equivalence classes. | Training and deployment grippers induce comparable observation channels. | Sim-to-real gaps mainly concern physics parameters, not identity partitions.",formal equivalence classes induced by gripper-action observation channels; morphology-indexed object identity rather than embodiment-invariant labels
